asset_id,block,lab,latitude,longitude,cpu_model,cpu_generation,cpu_cores,cpu_clock_ghz,ram_gb,storage_type,storage_gb,gpu,tpm_version,secure_boot_support,purchase_year,current_os,architecture,last_updated
PC-0455,Block D,Research Lab,11.149418,79.482327,Intel Core i7-9700,9,8,3.0,8,SSD,512,Integrated,2.0,True,2017,Windows 11,x64,2026-06-01
PC-0456,Block B,Language Lab,11.131176,79.487168,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,128,Integrated,2.0,True,2019,Linux Mint 22,x64,2026-06-01
PC-0457,Block C,AI Lab,11.156355,79.491839,AMD Ryzen 3 3200G,3,4,3.6,16,SSD,512,NVIDIA GTX 1050,2.0,True,2018,Windows 10,x64,2026-06-01
PC-0458,Block B,CAD Lab,11.154911,79.488025,AMD Ryzen 3 3200G,3,4,3.6,16,SSD,512,AMD Radeon Vega,None,False,2019,Windows 11,x64,2026-06-01
PC-0459,Library,Research Lab,11.157671,79.487896,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,256,Integrated,2.0,True,2020,Ubuntu 24.04,x64,2026-06-01
PC-0460,Block D,CAD Lab,11.155788,79.485131,Intel Core i5-7400,7,4,3.0,4,HDD,500,NVIDIA GTX 1050,None,False,2019,Linux Mint 22,x64,2026-06-01
PC-0461,Library,Programming Lab,11.156333,79.485943,Intel Core i5-7400,7,4,3.0,16,SSD,512,Integrated,2.0,True,2018,Windows 10,x64,2026-06-01
PC-0462,Block D,Research Lab,11.145661,79.481111,Intel Core i5-7400,7,4,3.0,32,HDD,500,Integrated,2.0,True,2025,Ubuntu 22.04,x64,2026-06-01
PC-0463,Block D,AI Lab,11.132932,79.474016,Intel Core i7-9700,9,8,3.0,8,SSD,512,NVIDIA GTX 1050,2.0,True,2020,Linux Mint 22,x64,2026-06-01
PC-0464,Block A,Network Lab,11.151274,79.493683,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,512,AMD Radeon Vega,None,False,2025,Windows 10,x64,2026-06-01
PC-0465,Block A,Language Lab,11.142265,79.473197,Intel Core i3-6100,6,2,3.7,32,SSD,512,NVIDIA GTX 1050,None,False,2021,Ubuntu 24.04,x64,2026-06-01
PC-0466,Block C,Language Lab,11.152649,79.482397,Intel Core i7-9700,9,8,3.0,16,SSD,256,AMD Radeon Vega,1.2,False,2024,Ubuntu 22.04,x64,2026-06-01
PC-0467,Block B,Network Lab,11.140331,79.491165,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,512,AMD Radeon Vega,1.2,False,2019,Linux Mint 22,x64,2026-06-01
PC-0468,Admin,Programming Lab,11.133008,79.48525,AMD Ryzen 5 5600G,5,6,3.9,16,SSD,128,NVIDIA GTX 1050,2.0,True,2025,Windows 11,x64,2026-06-01
PC-0469,Library,Research Lab,11.154131,79.494698,AMD Ryzen 5 5600G,5,6,3.9,8,HDD,500,NVIDIA GTX 1050,1.2,False,2023,Windows 10,x64,2026-06-01
PC-0470,Block A,Programming Lab,11.131133,79.48153,Intel Core i5-8500,8,6,3.0,8,SSD,128,NVIDIA GTX 1050,None,False,2025,Linux Mint 22,x64,2026-06-01
PC-0471,Block C,Research Lab,11.143169,79.476051,AMD Ryzen 3 3200G,3,4,3.6,8,HDD,500,AMD Radeon Vega,2.0,True,2025,Ubuntu 22.04,x64,2026-06-01
PC-0472,Block C,AI Lab,11.140792,79.489651,Intel Core i3-6100,6,2,3.7,16,SSD,128,Integrated,None,False,2018,Windows 10,x64,2026-06-01
PC-0473,Block C,CAD Lab,11.145532,79.492108,Intel Core i5-8500,8,6,3.0,16,SSD,512,Integrated,2.0,True,2018,Windows 11,x64,2026-06-01
PC-0474,Library,Network Lab,11.148191,79.475836,AMD Ryzen 5 5600G,5,6,3.9,8,SSD,256,NVIDIA GTX 1050,1.2,False,2017,Windows 11,x64,2026-06-01
PC-0475,Block C,AI Lab,11.138828,79.49841,Intel Core i7-9700,9,8,3.0,16,HDD,500,AMD Radeon Vega,None,False,2021,Linux Mint 22,x64,2026-06-01
PC-0476,Library,Language Lab,11.153099,79.492724,Intel Core i5-8500,8,6,3.0,16,SSD,512,NVIDIA GTX 1050,2.0,True,2024,Ubuntu 22.04,x64,2026-06-01
PC-0477,Library,Programming Lab,11.14901,79.499826,Intel Core i7-9700,9,8,3.0,8,HDD,500,AMD Radeon Vega,None,False,2020,Ubuntu 22.04,x64,2026-06-01
PC-0478,Block C,CAD Lab,11.138619,79.481968,Intel Core i5-8500,8,6,3.0,32,HDD,500,AMD Radeon Vega,1.2,False,2022,Windows 11,x64,2026-06-01
PC-0479,Block A,Language Lab,11.156829,79.478072,Intel Core i5-7400,7,4,3.0,8,SSD,512,AMD Radeon Vega,1.2,False,2020,Windows 11,x64,2026-06-01
PC-0480,Block D,Research Lab,11.136203,79.476083,Intel Core i5-7400,7,4,3.0,32,SSD,128,Integrated,None,False,2022,Ubuntu 24.04,x64,2026-06-01
PC-0481,Block B,Programming Lab,11.148415,79.492927,Intel Core i3-6100,6,2,3.7,32,HDD,500,AMD Radeon Vega,2.0,True,2017,Ubuntu 22.04,x64,2026-06-01
PC-0482,Block D,Network Lab,11.144724,79.499532,AMD Ryzen 3 3200G,3,4,3.6,16,SSD,256,AMD Radeon Vega,2.0,True,2021,Ubuntu 24.04,x64,2026-06-01
PC-0483,Block D,AI Lab,11.14435,79.486223,AMD Ryzen 3 3200G,3,4,3.6,4,SSD,128,AMD Radeon Vega,2.0,True,2022,Ubuntu 22.04,x64,2026-06-01
PC-0484,Block D,Research Lab,11.143802,79.490676,Intel Core i5-7400,7,4,3.0,4,SSD,512,Integrated,2.0,True,2020,Linux Mint 22,x64,2026-06-01
PC-0485,Block D,Language Lab,11.135615,79.477885,Intel Core i3-6100,6,2,3.7,8,SSD,256,NVIDIA GTX 1050,2.0,True,2024,Ubuntu 24.04,x64,2026-06-01
PC-0486,Library,Network Lab,11.142573,79.492566,Intel Core i5-8500,8,6,3.0,16,SSD,128,NVIDIA GTX 1050,1.2,False,2023,Windows 11,x64,2026-06-01
PC-0487,Block C,CAD Lab,11.154426,79.491624,Intel Core i5-7400,7,4,3.0,16,SSD,128,Integrated,2.0,True,2025,Windows 11,x64,2026-06-01
PC-0488,Block D,CAD Lab,11.15417,79.475298,Intel Core i5-7400,7,4,3.0,32,SSD,128,NVIDIA GTX 1050,None,False,2019,Ubuntu 22.04,x64,2026-06-01
PC-0489,Admin,Language Lab,11.146864,79.487035,AMD Ryzen 3 3200G,3,4,3.6,16,SSD,256,NVIDIA GTX 1050,1.2,False,2018,Ubuntu 24.04,x64,2026-06-01
PC-0490,Admin,AI Lab,11.143496,79.48004,Intel Core i3-6100,6,2,3.7,8,SSD,128,NVIDIA GTX 1050,1.2,False,2022,Windows 10,x64,2026-06-01
PC-0491,Library,Language Lab,11.140533,79.490388,Intel Core i5-8500,8,6,3.0,4,SSD,256,AMD Radeon Vega,1.2,False,2020,Windows 10,x64,2026-06-01
PC-0492,Library,Language Lab,11.150196,79.484625,AMD Ryzen 5 5600G,5,6,3.9,8,SSD,128,AMD Radeon Vega,1.2,False,2024,Ubuntu 24.04,x64,2026-06-01
PC-0493,Block A,CAD Lab,11.156048,79.489217,AMD Ryzen 3 3200G,3,4,3.6,16,SSD,256,NVIDIA GTX 1050,2.0,True,2023,Windows 11,x64,2026-06-01
PC-0494,Admin,Language Lab,11.140309,79.479404,AMD Ryzen 3 3200G,3,4,3.6,4,SSD,512,AMD Radeon Vega,None,False,2021,Windows 11,x64,2026-06-01
PC-0495,Admin,Network Lab,11.152437,79.485628,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,512,NVIDIA GTX 1050,1.2,False,2023,Ubuntu 24.04,x64,2026-06-01
PC-0496,Block B,AI Lab,11.158213,79.491021,Intel Core i3-6100,6,2,3.7,32,SSD,128,Integrated,None,False,2020,Ubuntu 24.04,x64,2026-06-01
PC-0497,Block B,CAD Lab,11.131615,79.493128,Intel Core i3-6100,6,2,3.7,4,HDD,500,AMD Radeon Vega,1.2,False,2018,Linux Mint 22,x64,2026-06-01
PC-0498,Block A,Network Lab,11.139281,79.477422,AMD Ryzen 3 3200G,3,4,3.6,4,SSD,128,NVIDIA GTX 1050,2.0,True,2024,Ubuntu 22.04,x64,2026-06-01
PC-0499,Admin,AI Lab,11.155811,79.479756,Intel Core i5-7400,7,4,3.0,4,SSD,128,NVIDIA GTX 1050,None,False,2024,Ubuntu 24.04,x64,2026-06-01
PC-0500,Library,Network Lab,11.135311,79.487928,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,512,AMD Radeon Vega,2.0,True,2023,Linux Mint 22,x64,2026-06-01
